model,fold,accuracy,roc_auc,brier,logloss,ece,kl_rel
DBN,1,0.8292682926829268,0.8987142857142856,0.12566223209808575,0.4055144164794306,0.0684612890412577,0.3676304814890443
DBN,2,0.7902439024390244,0.8894285714285713,0.133375722263192,0.413390502866528,0.1108430059962022,1.159339668521424
DBN,3,0.824390243902439,0.8782380952380952,0.14053931961286809,0.4529988058234985,0.08742467023160813,0.738469774627584
DBN,4,0.7121951219512195,0.8201428571428571,0.16803919433177417,0.5059305892232321,0.08411518714250928,0.1003889772360955
DBN,5,0.7853658536585366,0.8597770154373927,0.14827996581670286,0.4755449973385027,0.07913443002084052,1.687004257468515
