model,fold,train_structure_sec,train_params_sec,infer_sec
GBN,1,0.004572153091430664,0.0,2.859489917755127e-05
GBN,2,0.0008256435394287109,0.0,3.0391621589660644e-05
GBN,3,0.0008969306945800781,0.0,2.843308448791504e-05
GBN,4,0.0008745193481445312,0.0,2.8319215774536132e-05
GBN,5,0.0008246898651123047,0.0,2.8063535690307616e-05
