model,accuracy_mean,accuracy_std,roc_auc_mean,roc_auc_std,brier_mean,brier_std,logloss_mean,logloss_std,ece_mean,ece_std,kl_rel_mean,kl_rel_std
GP,0.92218,0.003935987804859176,0.9753280061937424,0.0017278690697246331,0.07585595563445921,0.0019860617518087137,0.26436355518702337,0.006864506765409396,0.11456659024529565,0.006236964575447553,0.8822938878178801,0.09035687932453709
