model,accuracy_mean,accuracy_std,roc_auc_mean,roc_auc_std,brier_mean,brier_std,logloss_mean,logloss_std,ece_mean,ece_std,kl_rel_mean,kl_rel_std
GBN,0.5131707317073171,0.002181529734146138,0.5,0.0,0.25,0.0,0.6931471805599453,0.0,0.013170731707317085,0.002181529734146138,0.0,0.0
