model,fold,train_structure_sec,train_params_sec,infer_sec
DBN,1,0.10904622077941895,0.009350776672363281,0.0005136722471655869
DBN,2,0.10358166694641113,0.008516788482666016,0.00047672318249213986
DBN,3,0.09934306144714355,0.008510112762451172,0.00048214749592106516
DBN,4,0.09971022605895996,0.008449316024780273,0.00046687707668397485
DBN,5,0.1013784408569336,0.008991003036499023,0.0004755985446092559
