model,fold,accuracy,roc_auc,brier,logloss,ece,kl_rel
GBN,1,0.3213,0.5,0.25,0.6931471805599454,0.17870000000000003,0.0
GBN,2,0.3213,0.5,0.25,0.6931471805599454,0.17870000000000003,0.0
GBN,3,0.3213,0.5,0.25,0.6931471805599454,0.17870000000000003,0.0
GBN,4,0.3214,0.5,0.25,0.6931471805599454,0.17859999999999998,0.0
GBN,5,0.3214,0.5,0.25,0.6931471805599454,0.17859999999999998,0.0
