model,accuracy_mean,accuracy_std,roc_auc_mean,roc_auc_std,brier_mean,brier_std,logloss_mean,logloss_std,ece_mean,ece_std,kl_rel_mean,kl_rel_std
DBN,0.8015399999999999,0.0038337970733986555,0.8994090747763803,0.003997022982670007,0.11984663969688159,0.0018649224852766324,0.373542203443385,0.004286673880979952,0.0872874164040869,0.0037706949582257104,0.40705729744838337,0.14571647292502327
