model,fold,train_structure_sec,train_params_sec,infer_sec
DBN,1,0.4990100860595703,0.024168968200683594,0.0006669105529785157
DBN,2,0.503568172454834,0.024776697158813477,0.0006612127542495727
DBN,3,0.47573328018188477,0.022625446319580078,0.0006788248062133789
DBN,4,0.5089149475097656,0.024049758911132812,0.0006698607444763184
DBN,5,0.4764583110809326,0.02249741554260254,0.000669723629951477
