model,accuracy_mean,accuracy_std,roc_auc_mean,roc_auc_std,brier_mean,brier_std,logloss_mean,logloss_std,ece_mean,ece_std,kl_rel_mean,kl_rel_std
DBN,0.7882926829268293,0.046864823900392025,0.8692601649922403,0.031053796599771727,0.14317928682452458,0.01623236303443019,0.45067586234623835,0.042150649485580366,0.08599571648648356,0.01563249414836396,0.8105666318685325,0.6315711032693915
