model,fold,train_structure_sec,train_params_sec,infer_sec
DBN,1,,,
GBN,1,,,
GP,1,3.0916988849639893,0.0,2.9018448620307738e-05
DBN,2,,,
GBN,2,,,
GP,2,3.0164613723754883,0.0,2.9687183659251143e-05
DBN,3,,,
GBN,3,,,
GP,3,3.0985822677612305,0.0,3.0762974808855755e-05
DBN,4,,,
GBN,4,,,
GP,4,3.1067864894866943,0.0,2.9311529019983802e-05
DBN,5,,,
GBN,5,,,
GP,5,3.105605363845825,0.0,2.987675550507336e-05
