model,fold,train_structure_sec,train_params_sec,infer_sec
GBN,1,0.0009183883666992188,0.0,2.0059725133384147e-05
GBN,2,0.0003349781036376953,0.0,1.8746678422137004e-05
GBN,3,0.0002944469451904297,0.0,1.907464934558403e-05
GBN,4,0.00030350685119628906,0.0,1.891182690131955e-05
GBN,5,0.0002872943878173828,0.0,1.902231355992759e-05
